timestamp,class_id,class_name,conf,x1,y1,x2,y2
2025-08-31T04:05:43.953699,1,healthy,0.7348,0.00,205.63,63.68,293.50
2025-08-31T04:05:43.953699,1,healthy,0.6371,333.62,85.87,370.61,125.79
2025-08-31T04:05:43.953699,1,healthy,0.6272,304.17,84.67,371.30,125.47
2025-08-31T04:05:44.731698,1,healthy,0.7348,0.00,205.63,63.68,293.50
2025-08-31T04:05:44.731698,1,healthy,0.6374,333.63,85.87,370.61,125.80
2025-08-31T04:05:44.731698,1,healthy,0.6272,304.17,84.67,371.30,125.48
2025-08-31T04:05:45.037193,1,healthy,0.7372,0.00,205.23,62.82,294.18
2025-08-31T04:05:45.037193,1,healthy,0.6161,303.16,84.76,370.96,125.74
2025-08-31T04:05:45.037193,1,healthy,0.6100,334.10,85.97,370.44,126.05
2025-08-31T04:05:45.239630,1,healthy,0.7406,0.00,204.81,61.97,294.85
2025-08-31T04:05:45.417353,1,healthy,0.7303,0.00,203.76,61.18,296.79
2025-08-31T04:05:46.043578,1,healthy,0.7323,0.00,204.03,61.11,295.20
2025-08-31T04:05:46.394440,1,healthy,0.7292,0.00,203.95,61.68,292.96
2025-08-31T04:05:46.724109,1,healthy,0.6954,0.00,205.03,61.26,291.34
2025-08-31T04:05:46.724109,0,bleached,0.6641,77.65,242.69,120.02,279.92
2025-08-31T04:05:46.948110,1,healthy,0.6954,0.00,205.03,61.26,291.35
2025-08-31T04:05:46.948110,0,bleached,0.6639,77.65,242.69,120.02,279.92
2025-08-31T04:05:47.143335,0,bleached,0.7624,78.96,242.89,119.54,279.65
2025-08-31T04:05:47.143335,1,healthy,0.6856,0.00,201.45,60.81,293.19
2025-08-31T04:05:47.549978,0,bleached,0.7731,79.09,242.99,119.34,280.98
2025-08-31T04:05:47.549978,1,healthy,0.6991,0.00,201.21,60.70,299.11
2025-08-31T04:05:48.346740,0,bleached,0.7744,79.01,243.11,119.05,281.20
2025-08-31T04:05:48.346740,1,healthy,0.6857,0.00,201.18,60.61,300.58
2025-08-31T04:05:48.346740,1,healthy,0.6299,309.21,85.95,368.25,126.02
